row_number,search_record,match_number,audit_status,match_level,match_code,match_key,match_score,name_score,entity_id,entity_name,data_sources,matched_values
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",2,n/a,1,RESOLVED,NAME+EMAIL,200.0,100,101,Andy Anderson,CUSTOMERS: 2172,NAME(Andy Anderson | Andy Anderson | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",3,n/a,3,POSSIBLY_RELATED,SURNAME+EMAIL,200.0,79,102,Anna Anderson,CUSTOMERS: 2181,NAME(Andy Anderson | Anna Anderson | GNR_FN=79 | GNR_SN=100 | GNR_GN=58) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",4,n/a,3,POSSIBLY_RELATED,SURNAME+EMAIL,200.0,80,103,Annabelle Anderson,CUSTOMERS: 2182,NAME(Andy Anderson | Annabelle Anderson | GNR_FN=80 | GNR_SN=100 | GNR_GN=60) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",5,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,14,104,Jim Muir,CUSTOMERS: 2191,NAME(Andy Anderson | Jim Muir | GNR_FN=14 | GNR_SN=29 | GNR_GN=0) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",6,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,38,105,Jane Muir,CUSTOMERS: (2),NAME(Andy Anderson | Jane Muir | GNR_FN=38 | GNR_SN=29 | GNR_GN=46) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",7,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,17,107,Jorg Swarm,CUSTOMERS: 2201,NAME(Andy Anderson | Jorg Swarm | GNR_FN=17 | GNR_SN=34 | GNR_GN=0) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",8,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,31,108,Jorge Barge,CUSTOMERS: 2202,NAME(Andy Anderson | Jorge Barge | GNR_FN=31 | GNR_SN=34 | GNR_GN=0) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",9,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,45,109,Gaston Gray,CUSTOMERS: 2203,NAME(Andy Anderson | Gaston Gray | GNR_FN=45 | GNR_SN=35 | GNR_GN=32) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
101,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2172', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Andy ', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 101}",10,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,46,110,Henry Howard,CUSTOMERS: 2204,NAME(Andy Anderson | Henry Howard | GNR_FN=46 | GNR_SN=32 | GNR_GN=60) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
56,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1070', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Wang', 'PRIMARY_NAME_FIRST': 'Jie', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': 'Male', 'DATE_OF_BIRTH': '9/14/93', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '832721', 'NATIONAL_ID_COUNTRY': 'Hong Kong', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '12 Constitution Street ', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/27/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 56}",1,n/a,1,RESOLVED,NAME+DOB+ADDRESS+NATIONAL_ID,485.0,100,55,Jie Wang,CUSTOMERS: (2) | REFERENCE: 2013,NAME(Jie Wang | Jie Wang | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | DOB(9/14/93 | 9/14/93 | FULL_SCORE=100) | GENDER(Male | Male | FULL_SCORE=100) | ADDRESS(12 Constitution Street | 12 Constitution Street | FULL_SCORE=85) | NATIONAL_ID(832721 Hong Kong | 832721 Hong Kong | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
95,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2063', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': 'Alexander Pavlovich Vasiliev', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': '', 'PRIMARY_NAME_FIRST': '', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '481-285-6234', 'EMAIL_ADDRESS': '', 'DATE': '1/15/2000', 'STATUS': 'Active', 'CATEGORY': 'Platinum', 'AMOUNT': '', 'ROW_ID': 95}",1,n/a,1,RESOLVED,NAME+PHONE,200.0,100,95,Alexander Pavlovich Vasiliev,CUSTOMERS: 2063 | WATCHLIST: 2062 | REFERENCE: 2061,NAME(Alexander Pavlovich Vasiliev | Alexander Pavlovich Vasiliev | GNR_FN=100) | PHONE(481-285-6234 | 481-285-6234 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
58,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1072', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Wang', 'PRIMARY_NAME_FIRST': 'Wei', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': 'Female', 'DATE_OF_BIRTH': '9/14/97', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '7123833', 'NATIONAL_ID_COUNTRY': 'China', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '169 3rd Ave. Camden, NJ 08030', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/29/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '400', 'ROW_ID': 58}",1,n/a,1,RESOLVED,NAME+DOB+ADDRESS+NATIONAL_ID,500.0,100,57,Wang Wei,CUSTOMERS: (2) | REFERENCE: 2014,"NAME(Wei Wang | Wei Wang | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | DOB(9/14/97 | 9/14/97 | FULL_SCORE=100) | GENDER(Female | Female | FULL_SCORE=100) | ADDRESS(169 3rd Ave. Camden, NJ 08030 | 169 3rd Ave. Camden, NJ 08030 | FULL_SCORE=100) | NATIONAL_ID(7123833 China | 7123833 China | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
102,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2181', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Anna', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '702-221-2211', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 102}",1,n/a,1,RESOLVED,NAME+PHONE+EMAIL,300.0,100,102,Anna Anderson,CUSTOMERS: 2181,NAME(Anna Anderson | Anna Anderson | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | PHONE(702-221-2211 | 702-221-2211 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
102,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2181', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Anna', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '702-221-2211', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 102}",2,n/a,3,POSSIBLY_RELATED,SURNAME+PHONE+EMAIL,300.0,83,103,Annabelle Anderson,CUSTOMERS: 2182,NAME(Anna Anderson | Annabelle Anderson | GNR_FN=83 | GNR_SN=100 | GNR_GN=67) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | PHONE(702-221-2211 | 702-221-2211 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
102,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2181', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Anna', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '702-221-2211', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 102}",3,n/a,3,POSSIBLY_RELATED,SURNAME+EMAIL,200.0,75,100,Andrew Anderson,CUSTOMERS: 2171,NAME(Anna Anderson | Andrew Anderson | GNR_FN=75 | GNR_SN=100 | GNR_GN=50) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
102,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2181', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Anna', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '702-221-2211', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 102}",4,n/a,3,POSSIBLY_RELATED,SURNAME+EMAIL,200.0,79,101,Andy Anderson,CUSTOMERS: 2172,NAME(Anna Anderson | Andy Anderson | GNR_FN=79 | GNR_SN=100 | GNR_GN=58) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
102,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '2181', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Anderson', 'PRIMARY_NAME_FIRST': 'Anna', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '702-221-2211', 'EMAIL_ADDRESS': 'info@ca-state.gov', 'DATE': '', 'STATUS': '', 'CATEGORY': '', 'AMOUNT': '', 'ROW_ID': 102}",5,n/a,3,POSSIBLY_RELATED,EMAIL,200.0,14,104,Jim Muir,CUSTOMERS: 2191,NAME(Anna Anderson | Jim Muir | GNR_FN=14 | GNR_SN=29 | GNR_GN=0) | EMAIL(info@ca-state.gov | info@ca-state.gov | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
